Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
ERIS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
EPL,Industrials,Capital Goods,Industrial Products,Packaging
ELGIEQUIP,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
ESABINDIA,Industrials,Capital Goods,Industrial Products,Other Industrial Products
ELECON,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
ESCORTS,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors
ESTER,Industrials,Capital Goods,Industrial Products,Packaging
ETERNAL,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
EUREKAFORB,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
ETHOSLTD,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
EKC,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
EVEREADY,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
EXCELINDUS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
EXICOM,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
EXIDEIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
EXPLEOSOL,Information Technology,Information Technology,IT - Services,IT Enabled Services
FAIRCHEMOR,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
FAZE3Q,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
FEDFINA,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
FDC,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
FEDERALBNK,Financial Services,Financial Services,Banks,Private Sector Bank
FMGOETZE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
FIEMIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
FINOPB,Financial Services,Financial Services,Banks,Other Bank
FINCABLES,Industrials,Capital Goods,Industrial Products,Cables - Electricals
FSL,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
FIVESTAR,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
FLAIR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
FORCEMOT,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
FORTIS,Healthcare,Healthcare,Healthcare Services,Hospital
FOSECOIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NYKAA,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
FUSION,Financial Services,Financial Services,Finance,Microfinance Institutions
GRINFRA,Industrials,Construction,Construction,Civil Construction
GNA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GABRIEL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GAIL,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
GALAXYSURF,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
GALAPREC,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
GALLANTT,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
GANESHBE,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Storage & Transportation
GANDHAR,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
GANDHITUBE,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
GANECOS,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GRSE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
GANGESSECU,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
GRWRHITECH,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
GICRE,Financial Services,Financial Services,Insurance,General Insurance
GENESYS,Information Technology,Information Technology,IT - Services,IT Enabled Services
GENUSPOWER,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
GHCL,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GICHSGFIN,Financial Services,Financial Services,Finance,Housing Finance Company
GILLANDERS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
GILLETTE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
GLAXO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
FCL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
FINPIPE,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
FINEORG,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
FACT,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
GARUDA,Industrials,Construction,Construction,Civil Construction
GLAND,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GARFIBRES,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GEECEE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
GLENMARK,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLOBUSSPR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
GLOBALVECT,Services,Services,Transport Services,Airline
MEDANTA,Healthcare,Healthcare,Healthcare Services,Hospital
GLOSTERLTD,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
GMRP&UI,Utilities,Power,Power,Power Generation
GMBREW,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
GMMPFAUDLR,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
GODIGIT,Financial Services,Financial Services,Insurance,General Insurance
GOCOLORS,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
GOACARBON,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
GPIL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
GODFRYPHLP,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
GODREJCP,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
GODREJIND,Diversified,Diversified,Diversified,Diversified
GODREJPROP,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
GOKEX,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
GOKULAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
GOLDIAM,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GOODLUCK,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
GOPAL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
GPTHEALTH,Healthcare,Healthcare,Healthcare Services,Hospital
GPTINFRA,Industrials,Construction,Construction,Civil Construction
GRANULES,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GRAPHITE,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
GRASIM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
GODAVARIB,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
GRAVITA,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
GESHIP,Services,Services,Transport Services,Shipping
GOCLCORP,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
GREENPANEL,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
GREENPLY,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
GRINDWELL,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
GRMOVER,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
GRPLTD,Industrials,Capital Goods,Industrial Products,Rubber
GTPL,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
GUFICBIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GUJALKALI,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GAEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
GUJAPOLLO,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
FLUOROCHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
GUJGASLTD,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
GIPCL,Utilities,Power,Power,Power Generation
GODREJAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
GMDCLTD,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
GPPL,Services,Services,Transport Infrastructure,Port & Port services
GNFC,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GSFC,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
GSPL,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
GULFOILLUB,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
GREAVESCOT,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
HGINFRA,Industrials,Construction,Construction,Civil Construction
HAPPSTMNDS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
HAPPYFORGE,Industrials,Capital Goods,Industrial Products,Castings & Forgings
HARIOMPIPE,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
HARRMALAYA,Industrials,Capital Goods,Industrial Products,Rubber
HARSHA,Industrials,Capital Goods,Industrial Products,Other Industrial Products
HATSUN,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
HAVELLS,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
HBLENGINE,Industrials,Capital Goods,Industrial Products,Other Industrial Products
HCLTECH,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
HDFCAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
HDFCBANK,Financial Services,Financial Services,Banks,Private Sector Bank
HDFCLIFE,Financial Services,Financial Services,Insurance,Life Insurance
HCG,Healthcare,Healthcare,Healthcare Services,Hospital
HEG,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
HEIDELBERG,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
GREENLAM,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
HEMIPROP,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
HERITGFOOD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
HEROMOTOCO,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
HEXATRADEX,Financial Services,Financial Services,Finance,Investment Company
GULPOLY,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
HESTERBIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
HEXT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
HIKAL,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
HSCL,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
HIMATSEIDE,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
HINDALCO,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
HIRECT,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HGS,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
HPIL,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
HAL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
HINDCOMPOS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
GUJTHEM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
HINDCOPPER,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
HNDFDS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
HINDUNILVR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
HINDPETRO,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
HINDOILEXP,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
HINDZINC,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc
HISARMETAL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
HINDWAREAP,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
POWERINDIA,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
HITECHCORP,Industrials,Capital Goods,Industrial Products,Packaging
HONASA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
HONAUT,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HONDAPOWER,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HUDCO,Financial Services,Financial Services,Finance,Financial Institution
HPL,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HUBTOWN,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
HUHTAMAKI,Industrials,Capital Goods,Industrial Products,Packaging
HYUNDAI,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
HOMEFIRST,Financial Services,Financial Services,Finance,Housing Finance Company
ICICIBANK,Financial Services,Financial Services,Banks,Private Sector Bank
ICICIGI,Financial Services,Financial Services,Insurance,General Insurance
HLEGLAS,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
ICICIPRULI,Financial Services,Financial Services,Insurance,Life Insurance
IDEAFORGE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
ICRA,Financial Services,Financial Services,Capital Markets,Ratings
IFGLEXPOR,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
IFBIND,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
IGPL,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
IGARASHI,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
IIFLCAPS,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
IIFL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
IKIO,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
BAJAJINDEF,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
INDGN,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
INDIAGLYCO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
IPL,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INDIASHLTR,Financial Services,Financial Services,Finance,Housing Finance Company
ITDC,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
INDIAMART,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
INDIANB,Financial Services,Financial Services,Banks,Public Sector Bank
INDIANCARD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
IEX,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
INDHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
INDIANHUME,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
IMFA,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
IOC,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
IRCTC,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
IRFC,Financial Services,Financial Services,Finance,Financial Institution
IREDA,Financial Services,Financial Services,Finance,Financial Institution
INDIGOPNTS,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
INDIACEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
INDNIPPON,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INDOAMIN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NIPPOBATRY,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
INDOTECH,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INDOUS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INDOCO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INDOSTAR,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
IGL,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
INDRAMEDCO,Healthcare,Healthcare,Healthcare Services,Hospital
INDUSTOWER,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
INDUSINDBK,Financial Services,Financial Services,Banks,Private Sector Bank
NAUKRI,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
INFOBEAN,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
INFY,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
INGERRAND,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
INDOBORAX,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INNOVACAP,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INNOVANA,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
INOXINDIA,Industrials,Capital Goods,Industrial Products,Other Industrial Products
INOXWIND,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INSECTICID,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INSPIRISYS,Information Technology,Information Technology,IT - Services,IT Enabled Services
ICIL,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
INTELLECT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
INDIGO,Services,Services,Transport Services,Airline
IGIL,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
ISFT,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
IKS,Information Technology,Information Technology,IT - Services,IT Enabled Services
IONEXCHANG,Utilities,Utilities,Other Utilities,Water Supply & Management
IPCALAB,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
IRCON,Industrials,Construction,Construction,Civil Construction
IRMENERGY,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
ISGEC,Industrials,Construction,Construction,Civil Construction
ITCHOTELS,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ITC,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
ITI,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
IVP,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
JKIL,Industrials,Construction,Construction,Civil Construction
JGCHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
JAGSNPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JAIBALAJI,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JAICORPLTD,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
J&KBANK,Financial Services,Financial Services,Banks,Private Sector Bank
IMPAL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Trading - Auto components
JASH,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
INTERARCH,Industrials,Construction,Construction,Civil Construction
JAYAGROGN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
JBCHEPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JBMA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
JINDRILL,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
JINDALPOLY,Industrials,Capital Goods,Industrial Products,Packaging
JPOLYINVST,Financial Services,Financial Services,Finance,Investment Company
INOXGREEN,Utilities,Power,Power,Power Generation
JINDALSAW,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
JSL,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JIOFIN,Financial Services,Financial Services,Finance,Investment Company
JKCEMENT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
JKLAKSHMI,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
JKPAPER,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
JKTYRE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
JMFINANCIL,Financial Services,Financial Services,Finance,Holding Company
JNKINDIA,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
JSWENERGY,Utilities,Power,Power,Power Generation
JSFB,Financial Services,Financial Services,Banks,Other Bank
JSWSTEEL,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JTEKTINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
JUBLCPL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
JUBLFOOD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
JUBLINGREA,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
JUBLPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JINDALSTEL,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JLHL,Healthcare,Healthcare,Healthcare Services,Hospital
JWL,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
JUSTDIAL,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
JYOTHYLAB,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
JYOTICNC,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KPEL,Utilities,Power,Power,Power Generation
KPRMILL,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
JSWINFRA,Services,Services,Transport Infrastructure,Port & Port services
KAKATCEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
KPIL,Industrials,Construction,Construction,Civil Construction
KALYANKJIL,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
KICL,Financial Services,Financial Services,Finance,Investment Company
KSL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
KAMATHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
KANSAINER,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
JUNIPER,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
KTKBANK,Financial Services,Financial Services,Banks,Private Sector Bank
KAUSHALYA,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
KSCL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
KAYNES,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KCP,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
KDDL,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
KEC,Industrials,Construction,Construction,Civil Construction
KEI,Industrials,Capital Goods,Industrial Products,Cables - Electricals
JAYSREETEA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
KELLTONTEC,Information Technology,Information Technology,IT - Services,IT Enabled Services
KKCL,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
RUSTOMJEE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KFINTECH,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
KINGFA,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KIOCL,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
KIRIINDUS,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
KIRLOSBROS,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
KECL,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
KIRLOSIND,Industrials,Capital Goods,Industrial Products,Other Industrial Products
KIRLOSENG,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
KARURVYSYA,Financial Services,Financial Services,Banks,Private Sector Bank
KMEW,Services,Services,Engineering Services,Dredging
KNRCON,Industrials,Construction,Construction,Civil Construction
KOKUYOCMLN,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
KOPRAN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KAJARIACER,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
KPIGREEN,Utilities,Power,Power,Power Generation
KPITTECH,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
KERNEX,Services,Services,Transport Services,Transport Related Services
KREBSBIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KIMS,Healthcare,Healthcare,Healthcare Services,Hospital
KRITI,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KRITINUT,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
KRN,Industrials,Capital Goods,Industrial Products,Other Industrial Products
KRONOX,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
KROSS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
KRSNAA,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
KSB,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
KSOLVES,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
KUANTUM,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
LTF,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KOLTEPATIL,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
LTTS,Information Technology,Information Technology,IT - Services,IT Enabled Services
LAOPALA,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
LAMBODHARA,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LANDMARK,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto Dealer
LT,Industrials,Construction,Construction,Civil Construction
LAURUSLABS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LAXMIDENTL,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
LXCHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
IXIGO,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
LEMONTREE,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
LGBBROSLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
LIBERTSHOE,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
LICHSGFIN,Financial Services,Financial Services,Finance,Housing Finance Company
LICI,Financial Services,Financial Services,Insurance,Life Insurance
LIKHITHA,Industrials,Construction,Construction,Civil Construction
LINC,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
LINCOLN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LINDEINDIA,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
LLOYDSME,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
KOTAKBANK,Financial Services,Financial Services,Banks,Private Sector Bank
LMW,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
LTFOODS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
